"date","open","high","low","close","volume"
2021-09-27,272000,272500,267000,267500,512408
2021-09-24,285000,285500,274000,274500,633897
2021-09-23,287000,291000,282500,284500,1233089
2021-09-17,271000,276000,270000,275500,669719
2021-09-16,276000,276000,266500,267000,354210
2021-09-15,266000,275500,265500,272500,576273
2021-09-14,261500,265000,260500,263000,416684
2021-09-13,266500,267000,260500,262000,505510
2021-09-10,269500,271000,265500,267500,394088
2021-09-09,272000,275500,267000,269000,595228
2021-09-08,278000,280000,273000,273500,465631
2021-09-07,279000,282000,276000,279500,345474
2021-09-06,282500,285000,276500,278500,416665
2021-09-03,289000,290500,283000,283000,440445
2021-09-02,288500,292500,286500,288000,422212
2021-09-01,293000,295500,289000,290500,421041
2021-08-31,292500,294000,288000,293000,609839
2021-08-30,297500,300500,290500,291000,777724
2021-08-27,285000,297000,282500,294500,1202846
2021-08-26,282000,289000,280500,284500,605135
2021-08-25,282500,282500,276000,282000,449508
2021-08-24,288000,288500,279500,282500,701570
2021-08-23,269000,286500,269000,284000,1355766
2021-08-20,273500,276500,265000,266000,647705
2021-08-19,271500,279500,270000,271000,500781
2021-08-18,275000,277000,270000,274000,420737
2021-08-17,274000,283000,271000,274000,785917
2021-08-13,284000,286500,274500,275500,805209
2021-08-12,288500,291000,280000,281500,1067756
2021-08-11,272000,286000,270500,283000,1870984
2021-08-10,266500,272000,266000,270000,459924
2021-08-09,270500,271000,264500,266000,351775
2021-08-06,271000,273000,267500,271500,332369
2021-08-05,270000,275000,268500,269000,411854
2021-08-04,265000,272500,264500,269500,497787
2021-08-03,263500,265000,260500,265000,279936
2021-08-02,255500,264000,255500,263500,459181
2021-07-30,261500,262000,253500,253500,627804
2021-07-29,261500,263500,261000,261500,234784
2021-07-28,263500,265000,260500,261500,333216
2021-07-27,266500,269000,262500,263500,293542
2021-07-26,269000,270000,264000,264000,331215
2021-07-23,269000,271500,268000,268500,247979
2021-07-22,269500,270000,266500,269500,299521
2021-07-21,276000,276000,267500,267500,525377
2021-07-20,266500,275500,266000,273000,1113782
2021-07-19,271500,272000,263000,263000,463187
2021-07-16,264500,272000,262500,269000,578040
2021-07-15,262000,270000,261500,266500,458007
2021-07-14,263000,264000,260000,261000,364977
2021-07-13,265500,267500,262500,263000,342811
2021-07-12,265500,267500,262500,262500,301660
2021-07-09,264000,265500,258000,262000,663968
2021-07-08,268000,269500,266000,266000,448215
2021-07-07,267500,269000,266000,266500,309659
2021-07-06,272000,272500,267000,267000,516632
2021-07-05,267000,277000,267000,273000,593492
2021-07-02,267500,267500,264500,266000,352786
2021-07-01,270000,270000,264500,267500,470679
2021-06-30,265500,271000,264500,268500,389803
2021-06-29,266000,268000,263500,265000,341620
2021-06-28,268500,271000,265500,266000,517932
2021-06-25,279500,281000,261000,265500,1113863
2021-06-24,283000,284500,275500,278500,550836
2021-06-23,275000,284000,274000,281500,955076
2021-06-22,280000,280500,273500,274000,534404
2021-06-21,270000,281500,268500,280500,1005972
2021-06-18,269000,272000,269000,270000,476193
2021-06-17,270000,272000,268500,269000,387652
2021-06-16,274500,274500,270000,271500,399618
2021-06-15,281000,281500,275000,275000,610595
2021-06-14,272500,281500,269000,281000,1522976
2021-06-11,267000,271500,264500,265500,488250
2021-06-10,263500,267000,261000,265500,557630
2021-06-09,270500,271500,261500,261500,604854
2021-06-08,265000,271000,265000,269000,545001
2021-06-07,268000,269500,263500,264500,350960
2021-06-04,265500,268500,263000,267000,456306
2021-06-03,266000,272000,264000,266500,510966
2021-06-02,271500,272500,266500,266500,539104
2021-06-01,274500,275500,270000,272500,329654
2021-05-31,275000,278000,274000,274500,432928
2021-05-28,269500,276000,268000,273500,596212
2021-05-27,270500,272000,265000,269000,512886
2021-05-26,270000,273000,268000,270500,285099
2021-05-25,263000,272000,261000,272000,535978
2021-05-24,269000,269000,261500,262000,454113
2021-05-21,272000,276000,268500,268500,453849
2021-05-20,269000,272500,268500,270000,405516
2021-05-18,265000,273500,263500,272000,439224
2021-05-17,274000,277000,269000,269500,571257
2021-05-14,265000,271500,261500,270500,571387
2021-05-13,260500,270500,260000,265000,862168
2021-05-12,270500,274500,261500,262500,771734
2021-05-11,273500,276500,266500,270500,690113
2021-05-10,276500,277500,269000,275000,961271
2021-05-07,253500,272000,253000,266500,1301011
2021-05-06,260000,261500,251000,252500,1153094
2021-05-04,245500,260500,244000,260000,1828139
2021-05-03,265000,268000,248500,249500,1931130
2021-04-30,270000,273000,265000,266000,698855
2021-04-29,270500,277000,264000,268500,1036746
2021-04-28,272500,282000,266000,270000,1371738
2021-04-27,285000,285500,273500,274000,1344606
2021-04-26,288000,288500,284000,285000,716990
2021-04-23,288000,291000,285000,288000,521531
2021-04-22,292000,294500,287000,288000,772035
2021-04-21,295500,297500,290000,290500,1004575
2021-04-20,306500,308000,299500,300000,1058058
